sensorId,timestamp,value
28-000002c7c3ee,2019-10-10 03:15:00.925,15.812
28-0000066c6a65,2019-10-10 03:15:01.805,15.375
28-000002c7c3ee,2019-10-10 03:30:00.925,15.75
28-0000066c6a65,2019-10-10 03:30:01.805,15.312
28-000002c7c3ee,2019-10-10 03:45:00.925,15.687
28-0000066c6a65,2019-10-10 03:45:01.805,15.25
28-000002c7c3ee,2019-10-10 04:00:00.925,15.625
28-0000066c6a65,2019-10-10 04:00:01.805,15.187
28-000002c7c3ee,2019-10-10 04:15:00.925,15.625
28-0000066c6a65,2019-10-10 04:15:01.805,15.187
28-000002c7c3ee,2019-10-10 04:30:00.925,15.562
28-0000066c6a65,2019-10-10 04:30:01.805,15.125
28-000002c7c3ee,2019-10-10 04:45:00.925,15.5
28-0000066c6a65,2019-10-10 04:45:01.805,15.125
28-000002c7c3ee,2019-10-10 05:00:00.926,15.5
28-0000066c6a65,2019-10-10 05:00:01.806,15.062
28-000002c7c3ee,2019-10-10 05:15:00.926,15.5
28-0000066c6a65,2019-10-10 05:15:01.806,15.062
28-000002c7c3ee,2019-10-10 05:30:00.926,15.5
28-0000066c6a65,2019-10-10 05:30:01.806,15.0
28-000002c7c3ee,2019-10-10 05:45:00.926,15.375
28-0000066c6a65,2019-10-10 05:45:01.806,14.937
28-000002c7c3ee,2019-10-10 06:00:00.926,15.312
28-0000066c6a65,2019-10-10 06:00:01.806,14.937
28-000002c7c3ee,2019-10-10 06:15:00.926,15.312
28-0000066c6a65,2019-10-10 06:15:01.806,14.937
28-000002c7c3ee,2019-10-10 06:30:00.926,15.25
28-0000066c6a65,2019-10-10 06:30:01.806,15.0
28-000002c7c3ee,2019-10-10 06:45:00.926,15.187
28-0000066c6a65,2019-10-10 06:45:01.806,14.875
28-000002c7c3ee,2019-10-10 07:00:00.925,15.187
28-0000066c6a65,2019-10-10 07:00:01.805,14.875
28-000002c7c3ee,2019-10-10 07:15:00.925,15.125
28-0000066c6a65,2019-10-10 07:15:01.805,14.812
28-000002c7c3ee,2019-10-10 07:30:00.925,15.062
28-0000066c6a65,2019-10-10 07:30:01.805,14.812
28-000002c7c3ee,2019-10-10 07:45:00.925,15.062
28-0000066c6a65,2019-10-10 07:45:01.805,14.812
28-000002c7c3ee,2019-10-10 08:00:00.925,15.0
28-0000066c6a65,2019-10-10 08:00:01.805,14.812
28-000002c7c3ee,2019-10-10 08:15:00.925,15.0
28-0000066c6a65,2019-10-10 08:15:01.805,14.75
28-000002c7c3ee,2019-10-10 08:30:00.926,15.0
28-0000066c6a65,2019-10-10 08:30:01.806,14.812
28-000002c7c3ee,2019-10-10 08:45:00.926,14.937
28-0000066c6a65,2019-10-10 08:45:01.806,14.75
28-000002c7c3ee,2019-10-10 09:00:00.926,14.937
28-0000066c6a65,2019-10-10 09:00:01.806,14.75
28-000002c7c3ee,2019-10-10 09:15:00.926,14.875
28-0000066c6a65,2019-10-10 09:15:01.806,14.75
28-000002c7c3ee,2019-10-10 09:30:00.926,14.812
28-0000066c6a65,2019-10-10 09:30:01.806,14.812
28-000002c7c3ee,2019-10-10 09:45:00.926,14.812
28-0000066c6a65,2019-10-10 09:45:01.806,14.812
28-000002c7c3ee,2019-10-10 10:00:00.925,14.812
28-0000066c6a65,2019-10-10 10:00:01.806,14.812
28-000002c7c3ee,2019-10-10 10:15:00.926,14.812
28-0000066c6a65,2019-10-10 10:15:01.806,14.812
28-000002c7c3ee,2019-10-10 10:30:00.926,14.75
28-0000066c6a65,2019-10-10 10:30:01.806,14.875
28-000002c7c3ee,2019-10-10 10:45:00.925,14.687
28-0000066c6a65,2019-10-10 10:45:01.806,14.875
28-000002c7c3ee,2019-10-10 11:00:00.925,14.687
28-0000066c6a65,2019-10-10 11:00:01.805,14.875
28-000002c7c3ee,2019-10-10 11:15:00.925,14.687
28-0000066c6a65,2019-10-10 11:15:01.805,14.937
28-000002c7c3ee,2019-10-10 11:30:00.925,14.625
28-0000066c6a65,2019-10-10 11:30:01.805,14.937
28-000002c7c3ee,2019-10-10 11:45:00.925,14.625
28-0000066c6a65,2019-10-10 11:45:01.805,15.0
28-000002c7c3ee,2019-10-10 12:00:00.926,14.562
28-0000066c6a65,2019-10-10 12:00:01.805,15.0
28-000002c7c3ee,2019-10-10 12:15:00.925,14.562
28-0000066c6a65,2019-10-10 12:15:01.805,15.0
28-000002c7c3ee,2019-10-10 12:30:00.925,14.562
28-0000066c6a65,2019-10-10 12:30:01.806,15.062
28-000002c7c3ee,2019-10-10 12:45:00.925,14.562
28-0000066c6a65,2019-10-10 12:45:01.805,15.062
28-000002c7c3ee,2019-10-10 13:00:00.925,14.5
28-0000066c6a65,2019-10-10 13:00:01.805,15.125
28-000002c7c3ee,2019-10-10 13:15:00.925,14.5
28-0000066c6a65,2019-10-10 13:15:01.805,15.125
28-000002c7c3ee,2019-10-10 13:30:00.925,14.437
28-0000066c6a65,2019-10-10 13:30:01.805,15.125
28-000002c7c3ee,2019-10-10 13:45:00.926,14.437
28-0000066c6a65,2019-10-10 13:45:01.806,15.187
28-000002c7c3ee,2019-10-10 14:00:00.926,14.437
28-0000066c6a65,2019-10-10 14:00:01.806,15.187
28-000002c7c3ee,2019-10-10 14:15:00.926,14.375
28-0000066c6a65,2019-10-10 14:15:01.806,15.187
28-000002c7c3ee,2019-10-10 14:30:00.926,14.375
28-0000066c6a65,2019-10-10 14:30:01.806,15.187
28-000002c7c3ee,2019-10-10 14:45:00.926,14.312
28-0000066c6a65,2019-10-10 14:45:01.806,15.187
28-000002c7c3ee,2019-10-10 15:00:00.926,14.312
28-0000066c6a65,2019-10-10 15:00:01.806,15.25
28-000002c7c3ee,2019-10-10 15:15:00.926,14.312
28-0000066c6a65,2019-10-10 15:15:01.806,15.187
28-000002c7c3ee,2019-10-10 15:30:00.926,14.312
28-0000066c6a65,2019-10-10 15:30:01.806,15.25
28-000002c7c3ee,2019-10-10 15:45:00.926,14.25
28-0000066c6a65,2019-10-10 15:45:01.806,15.25
28-000002c7c3ee,2019-10-10 16:00:00.926,14.25
28-0000066c6a65,2019-10-10 16:00:01.806,15.25
28-000002c7c3ee,2019-10-10 16:15:00.926,14.25
28-0000066c6a65,2019-10-10 16:15:01.806,15.25
28-000002c7c3ee,2019-10-10 16:30:00.926,14.25
28-0000066c6a65,2019-10-10 16:30:01.806,15.25
28-000002c7c3ee,2019-10-10 16:45:00.926,14.187
28-0000066c6a65,2019-10-10 16:45:01.886,15.25
28-000002c7c3ee,2019-10-10 17:00:00.925,14.187
28-0000066c6a65,2019-10-10 17:00:01.805,15.312
28-000002c7c3ee,2019-10-10 17:15:00.925,14.125
28-0000066c6a65,2019-10-10 17:15:01.805,15.25
28-000002c7c3ee,2019-10-10 17:30:00.925,14.125
28-0000066c6a65,2019-10-10 17:30:01.805,15.312
28-000002c7c3ee,2019-10-10 17:45:00.925,14.125
28-0000066c6a65,2019-10-10 17:45:01.805,15.312
28-000002c7c3ee,2019-10-10 18:00:00.925,14.125
28-0000066c6a65,2019-10-10 18:00:01.805,15.312
28-000002c7c3ee,2019-10-10 18:15:00.925,14.062
28-0000066c6a65,2019-10-10 18:15:01.805,15.312
28-000002c7c3ee,2019-10-10 18:30:00.925,14.062
28-0000066c6a65,2019-10-10 18:30:01.805,15.312
28-000002c7c3ee,2019-10-10 18:45:00.925,14.062
28-0000066c6a65,2019-10-10 18:45:01.805,15.312
28-000002c7c3ee,2019-10-10 19:00:00.925,14.0
28-0000066c6a65,2019-10-10 19:00:01.805,15.312
28-000002c7c3ee,2019-10-10 19:15:00.925,14.0
28-0000066c6a65,2019-10-10 19:15:01.805,15.312
28-000002c7c3ee,2019-10-10 19:30:00.925,14.0
28-0000066c6a65,2019-10-10 19:30:01.805,15.312
28-000002c7c3ee,2019-10-10 19:45:00.925,14.0
28-0000066c6a65,2019-10-10 19:45:01.805,15.312
28-000002c7c3ee,2019-10-10 20:00:00.925,13.937
28-0000066c6a65,2019-10-10 20:00:01.806,15.312
28-000002c7c3ee,2019-10-10 20:15:00.926,13.937
28-0000066c6a65,2019-10-10 20:15:01.806,15.312
28-000002c7c3ee,2019-10-10 20:30:00.925,13.937
28-0000066c6a65,2019-10-10 20:30:01.805,15.312
28-000002c7c3ee,2019-10-10 20:45:00.926,13.875
28-0000066c6a65,2019-10-10 20:45:01.806,15.312
28-000002c7c3ee,2019-10-10 21:00:00.925,13.875
28-0000066c6a65,2019-10-10 21:00:01.806,15.312
28-000002c7c3ee,2019-10-10 21:15:00.926,13.875
28-0000066c6a65,2019-10-10 21:15:01.806,15.312
28-000002c7c3ee,2019-10-10 21:30:00.926,13.812
28-0000066c6a65,2019-10-10 21:30:01.806,15.312
28-000002c7c3ee,2019-10-10 21:45:00.926,13.812
28-0000066c6a65,2019-10-10 21:45:01.806,15.312
28-000002c7c3ee,2019-10-10 22:00:00.926,13.812
28-0000066c6a65,2019-10-10 22:00:01.806,15.375
28-000002c7c3ee,2019-10-10 22:15:00.925,13.812
28-0000066c6a65,2019-10-10 22:15:01.805,15.312
28-000002c7c3ee,2019-10-10 22:30:00.925,13.812
28-0000066c6a65,2019-10-10 22:30:01.805,15.312
28-000002c7c3ee,2019-10-10 22:45:00.925,13.812
28-0000066c6a65,2019-10-10 22:45:01.805,15.312
28-000002c7c3ee,2019-10-10 23:00:00.925,13.937
28-0000066c6a65,2019-10-10 23:00:01.805,15.312
28-000002c7c3ee,2019-10-10 23:15:00.925,14.062
28-0000066c6a65,2019-10-10 23:15:01.805,15.312
28-000002c7c3ee,2019-10-10 23:30:00.925,14.187
28-0000066c6a65,2019-10-10 23:30:01.805,15.312
28-000002c7c3ee,2019-10-10 23:45:00.925,14.312
28-0000066c6a65,2019-10-10 23:45:01.805,15.312
28-000002c7c3ee,2019-10-11 00:00:00.925,14.5
28-0000066c6a65,2019-10-11 00:00:01.805,15.312
28-000002c7c3ee,2019-10-11 00:15:00.925,14.625
28-0000066c6a65,2019-10-11 00:15:01.805,15.375
28-000002c7c3ee,2019-10-11 00:30:00.925,14.75
28-0000066c6a65,2019-10-11 00:30:01.805,15.375
28-000002c7c3ee,2019-10-11 00:45:00.925,14.812
28-0000066c6a65,2019-10-11 00:45:01.805,15.437
28-000002c7c3ee,2019-10-11 01:00:00.925,14.875
28-0000066c6a65,2019-10-11 01:00:01.805,15.437
28-000002c7c3ee,2019-10-11 01:15:00.925,14.812
28-0000066c6a65,2019-10-11 01:15:01.805,15.5
28-000002c7c3ee,2019-10-11 01:30:00.925,14.812
28-0000066c6a65,2019-10-11 01:30:01.806,15.5
28-000002c7c3ee,2019-10-11 01:45:00.925,14.75
28-0000066c6a65,2019-10-11 01:45:01.805,15.562
28-000002c7c3ee,2019-10-11 02:00:00.925,14.75
28-0000066c6a65,2019-10-11 02:00:01.805,15.562
28-000002c7c3ee,2019-10-11 02:15:00.925,14.687
28-0000066c6a65,2019-10-11 02:15:01.805,15.562
28-000002c7c3ee,2019-10-11 02:30:00.925,14.625
28-0000066c6a65,2019-10-11 02:30:01.805,15.625
28-000002c7c3ee,2019-10-11 02:45:00.925,14.625
28-0000066c6a65,2019-10-11 02:45:01.805,15.625
28-000002c7c3ee,2019-10-11 03:00:00.925,14.562
28-0000066c6a65,2019-10-11 03:00:01.805,15.625
28-000002c7c3ee,2019-10-11 03:15:00.925,14.625
28-0000066c6a65,2019-10-11 03:15:01.805,15.625
28-000002c7c3ee,2019-10-11 03:30:00.925,14.75
28-0000066c6a65,2019-10-11 03:30:01.805,15.625
28-000002c7c3ee,2019-10-11 03:45:00.925,14.875
28-0000066c6a65,2019-10-11 03:45:01.805,15.625
28-000002c7c3ee,2019-10-11 04:00:00.925,15.0
28-0000066c6a65,2019-10-11 04:00:01.805,15.625
28-000002c7c3ee,2019-10-11 04:15:00.925,15.062
28-0000066c6a65,2019-10-11 04:15:01.805,15.625
28-000002c7c3ee,2019-10-11 04:30:00.925,15.062
28-0000066c6a65,2019-10-11 04:30:01.805,15.625
28-000002c7c3ee,2019-10-11 04:45:00.925,15.062
28-0000066c6a65,2019-10-11 04:45:01.805,15.625
28-000002c7c3ee,2019-10-11 05:00:00.925,15.0
28-0000066c6a65,2019-10-11 05:00:01.805,15.687
28-000002c7c3ee,2019-10-11 05:15:00.925,14.937
28-0000066c6a65,2019-10-11 05:15:01.805,15.687
28-000002c7c3ee,2019-10-11 05:30:00.925,14.875
28-0000066c6a65,2019-10-11 05:30:01.805,15.687
28-000002c7c3ee,2019-10-11 05:45:00.925,14.875
28-0000066c6a65,2019-10-11 05:45:01.805,15.687
28-000002c7c3ee,2019-10-11 06:00:00.926,14.812
28-0000066c6a65,2019-10-11 06:00:01.806,15.687
28-000002c7c3ee,2019-10-11 06:15:00.929,14.812
28-0000066c6a65,2019-10-11 06:15:01.806,15.687
28-000002c7c3ee,2019-10-11 06:30:00.925,14.812
28-0000066c6a65,2019-10-11 06:30:01.806,15.687
28-000002c7c3ee,2019-10-11 06:45:00.926,14.75
28-0000066c6a65,2019-10-11 06:45:01.806,15.687
28-000002c7c3ee,2019-10-11 07:00:00.925,14.687
28-0000066c6a65,2019-10-11 07:00:01.806,15.687
28-000002c7c3ee,2019-10-11 07:15:00.926,14.687
28-0000066c6a65,2019-10-11 07:15:01.806,15.687
28-000002c7c3ee,2019-10-11 07:30:00.926,14.625
28-0000066c6a65,2019-10-11 07:30:01.806,15.687
28-000002c7c3ee,2019-10-11 07:45:00.931,14.562
28-0000066c6a65,2019-10-11 07:45:01.806,15.687
28-000002c7c3ee,2019-10-11 08:00:00.926,14.562
28-0000066c6a65,2019-10-11 08:00:01.806,15.687
28-000002c7c3ee,2019-10-11 08:15:00.926,14.562
28-0000066c6a65,2019-10-11 08:15:01.807,15.75
28-000002c7c3ee,2019-10-11 08:30:00.925,14.5
28-0000066c6a65,2019-10-11 08:30:01.805,15.687
28-000002c7c3ee,2019-10-11 08:45:00.925,14.5
28-0000066c6a65,2019-10-11 08:45:01.805,15.687
28-000002c7c3ee,2019-10-11 09:00:00.925,14.437
28-0000066c6a65,2019-10-11 09:00:01.805,15.75
28-000002c7c3ee,2019-10-11 09:15:00.925,14.437
28-0000066c6a65,2019-10-11 09:15:01.805,15.812
28-000002c7c3ee,2019-10-11 09:30:00.925,14.437
28-0000066c6a65,2019-10-11 09:30:01.805,15.812
28-000002c7c3ee,2019-10-11 09:45:00.925,14.437
28-0000066c6a65,2019-10-11 09:45:01.805,15.875
28-000002c7c3ee,2019-10-11 10:00:00.925,14.375
28-0000066c6a65,2019-10-11 10:00:01.805,15.875
28-000002c7c3ee,2019-10-11 10:15:00.925,14.375
28-0000066c6a65,2019-10-11 10:15:01.805,15.937
28-000002c7c3ee,2019-10-11 10:30:00.925,14.375
28-0000066c6a65,2019-10-11 10:30:01.805,15.937
28-000002c7c3ee,2019-10-11 10:45:00.925,14.312
28-0000066c6a65,2019-10-11 10:45:01.805,16.0
28-000002c7c3ee,2019-10-11 11:00:00.925,14.312
28-0000066c6a65,2019-10-11 11:00:01.805,16.0
28-000002c7c3ee,2019-10-11 11:15:00.925,14.25
28-0000066c6a65,2019-10-11 11:15:01.805,16.062
28-000002c7c3ee,2019-10-11 11:30:00.925,14.25
28-0000066c6a65,2019-10-11 11:30:01.805,16.062
28-000002c7c3ee,2019-10-11 11:45:00.925,14.25
28-0000066c6a65,2019-10-11 11:45:01.805,16.125
28-000002c7c3ee,2019-10-11 12:00:00.925,14.25
28-0000066c6a65,2019-10-11 12:00:01.805,16.125
28-000002c7c3ee,2019-10-11 12:15:00.925,14.187
28-0000066c6a65,2019-10-11 12:15:01.805,16.125
28-000002c7c3ee,2019-10-11 12:30:00.925,14.187
28-0000066c6a65,2019-10-11 12:30:01.805,16.187
28-000002c7c3ee,2019-10-11 12:45:00.925,14.125
28-0000066c6a65,2019-10-11 12:45:01.805,16.187
28-000002c7c3ee,2019-10-11 13:00:00.925,14.125
28-0000066c6a65,2019-10-11 13:00:01.805,16.187
28-000002c7c3ee,2019-10-11 13:15:00.925,14.125
28-0000066c6a65,2019-10-11 13:15:01.805,16.25
28-000002c7c3ee,2019-10-11 13:30:00.925,14.125
28-0000066c6a65,2019-10-11 13:30:01.805,16.25
28-000002c7c3ee,2019-10-11 13:45:00.925,14.187
28-0000066c6a65,2019-10-11 13:45:01.805,16.312
28-000002c7c3ee,2019-10-11 14:00:00.925,14.25
28-0000066c6a65,2019-10-11 14:00:01.805,16.312
28-000002c7c3ee,2019-10-11 14:15:00.925,14.437
28-0000066c6a65,2019-10-11 14:15:01.805,16.375
28-000002c7c3ee,2019-10-11 14:30:00.925,14.562
28-0000066c6a65,2019-10-11 14:30:01.805,16.437
28-000002c7c3ee,2019-10-11 14:45:00.925,14.75
28-0000066c6a65,2019-10-11 14:45:01.805,16.437
28-000002c7c3ee,2019-10-11 15:00:00.925,14.875
28-0000066c6a65,2019-10-11 15:00:01.805,16.437
28-000002c7c3ee,2019-10-11 15:15:00.925,14.937
28-0000066c6a65,2019-10-11 15:15:01.805,16.5
28-000002c7c3ee,2019-10-11 15:30:00.925,14.937
28-0000066c6a65,2019-10-11 15:30:01.817,16.562
28-000002c7c3ee,2019-10-11 15:45:00.925,14.937
28-0000066c6a65,2019-10-11 15:45:01.805,16.562
28-000002c7c3ee,2019-10-11 16:00:00.925,14.875
28-0000066c6a65,2019-10-11 16:00:01.805,16.625
28-000002c7c3ee,2019-10-11 16:15:00.925,14.812
28-0000066c6a65,2019-10-11 16:15:01.805,16.687
28-000002c7c3ee,2019-10-11 16:30:00.925,14.875
28-0000066c6a65,2019-10-11 16:30:01.805,16.687
28-000002c7c3ee,2019-10-11 16:45:00.925,15.0
28-0000066c6a65,2019-10-11 16:45:01.805,17.062
28-000002c7c3ee,2019-10-11 17:00:00.925,15.312
28-0000066c6a65,2019-10-11 17:00:01.805,18.0
28-000002c7c3ee,2019-10-11 17:15:00.925,15.625
28-0000066c6a65,2019-10-11 17:15:01.805,18.687
28-000002c7c3ee,2019-10-11 17:30:00.925,16.062
28-0000066c6a65,2019-10-11 17:30:01.805,19.312
28-000002c7c3ee,2019-10-11 17:45:00.925,16.625
28-0000066c6a65,2019-10-11 17:45:01.805,19.937
28-000002c7c3ee,2019-10-11 18:00:00.925,17.0
28-0000066c6a65,2019-10-11 18:00:01.805,20.5
28-000002c7c3ee,2019-10-11 18:15:00.925,17.375
28-0000066c6a65,2019-10-11 18:15:01.805,20.937
28-000002c7c3ee,2019-10-11 18:30:00.925,17.687
28-0000066c6a65,2019-10-11 18:30:01.805,21.375
28-000002c7c3ee,2019-10-11 18:45:00.925,17.875
28-0000066c6a65,2019-10-11 18:45:01.805,21.75
28-000002c7c3ee,2019-10-11 19:00:00.925,18.187
28-0000066c6a65,2019-10-11 19:00:01.805,22.187
28-000002c7c3ee,2019-10-11 19:15:00.925,18.375
28-0000066c6a65,2019-10-11 19:15:01.805,22.5
28-000002c7c3ee,2019-10-11 19:30:00.925,18.562
28-0000066c6a65,2019-10-11 19:30:01.805,22.687
28-000002c7c3ee,2019-10-11 19:45:00.925,18.75
28-0000066c6a65,2019-10-11 19:45:01.805,22.937
28-000002c7c3ee,2019-10-11 20:00:00.925,18.937
28-0000066c6a65,2019-10-11 20:00:01.805,23.125
28-000002c7c3ee,2019-10-11 20:15:00.925,19.312
28-0000066c6a65,2019-10-11 20:15:01.805,23.375
28-000002c7c3ee,2019-10-11 20:30:00.926,19.625
28-0000066c6a65,2019-10-11 20:30:01.805,23.437
28-000002c7c3ee,2019-10-11 20:45:00.925,19.812
28-0000066c6a65,2019-10-11 20:45:01.805,23.375
28-000002c7c3ee,2019-10-11 21:00:00.925,19.937
28-0000066c6a65,2019-10-11 21:00:01.805,23.312
28-000002c7c3ee,2019-10-11 21:15:00.925,20.0
28-0000066c6a65,2019-10-11 21:15:02.685,23.312
28-000002c7c3ee,2019-10-11 21:30:00.925,20.0
28-0000066c6a65,2019-10-11 21:30:01.805,23.25
28-000002c7c3ee,2019-10-11 21:45:00.925,20.125
28-0000066c6a65,2019-10-11 21:45:01.805,23.312
28-000002c7c3ee,2019-10-11 22:00:00.925,20.187
28-0000066c6a65,2019-10-11 22:00:01.805,23.562
28-000002c7c3ee,2019-10-11 22:15:00.925,20.25
28-0000066c6a65,2019-10-11 22:15:01.805,23.625
28-000002c7c3ee,2019-10-11 22:30:00.925,20.25
28-0000066c6a65,2019-10-11 22:30:01.805,23.562
28-000002c7c3ee,2019-10-11 22:45:00.925,20.25
28-0000066c6a65,2019-10-11 22:45:01.805,23.5
28-000002c7c3ee,2019-10-11 23:00:00.925,20.25
28-0000066c6a65,2019-10-11 23:00:01.805,23.437
28-000002c7c3ee,2019-10-11 23:15:00.925,20.25
28-0000066c6a65,2019-10-11 23:15:01.805,23.625
28-000002c7c3ee,2019-10-11 23:30:00.925,20.312
28-0000066c6a65,2019-10-11 23:30:01.806,23.75
28-000002c7c3ee,2019-10-11 23:45:00.925,20.375
28-0000066c6a65,2019-10-11 23:45:01.805,23.75
28-000002c7c3ee,2019-10-12 00:00:00.925,20.375
28-0000066c6a65,2019-10-12 00:00:01.805,23.75
28-000002c7c3ee,2019-10-12 00:15:00.925,20.375
28-0000066c6a65,2019-10-12 00:15:01.806,23.687
28-000002c7c3ee,2019-10-12 00:30:00.925,20.375
28-0000066c6a65,2019-10-12 00:30:01.805,23.562
28-000002c7c3ee,2019-10-12 00:45:00.925,20.312
28-0000066c6a65,2019-10-12 00:45:01.885,23.5
28-000002c7c3ee,2019-10-12 01:00:00.925,20.375
28-0000066c6a65,2019-10-12 01:00:01.805,23.625
28-000002c7c3ee,2019-10-12 01:15:00.925,20.437
28-0000066c6a65,2019-10-12 01:15:01.805,23.812
28-000002c7c3ee,2019-10-12 01:30:00.925,20.5
28-0000066c6a65,2019-10-12 01:30:01.805,23.875
28-000002c7c3ee,2019-10-12 01:45:00.926,20.5
28-0000066c6a65,2019-10-12 01:45:01.806,23.812
28-000002c7c3ee,2019-10-12 02:00:00.926,20.5
28-0000066c6a65,2019-10-12 02:00:01.805,23.812
28-000002c7c3ee,2019-10-12 02:15:00.925,20.562
28-0000066c6a65,2019-10-12 02:15:01.805,23.75
28-000002c7c3ee,2019-10-12 02:30:00.925,20.562
28-0000066c6a65,2019-10-12 02:30:01.805,23.625
28-000002c7c3ee,2019-10-12 02:45:00.925,20.562
28-0000066c6a65,2019-10-12 02:45:01.805,23.562
28-000002c7c3ee,2019-10-12 03:00:00.925,20.625
28-0000066c6a65,2019-10-12 03:00:01.805,23.812
28-000002c7c3ee,2019-10-12 03:15:00.925,20.625
28-0000066c6a65,2019-10-12 03:15:01.805,23.937
28-000002c7c3ee,2019-10-12 03:30:00.926,20.687
28-0000066c6a65,2019-10-12 03:30:01.805,23.937
28-000002c7c3ee,2019-10-12 03:45:00.925,20.687
28-0000066c6a65,2019-10-12 03:45:01.805,23.937
28-000002c7c3ee,2019-10-12 04:00:00.925,20.687
